income,gsv_apartments,gsv_commercial,gsv_greenery,gsv_historical,gsv_impervious,gsv_industrial,gsv_other,gsv_private,gsv_water,gsv_hue_mean,gsv_hue_std,gsv_hue_maj,gsv_saturation_mean,gsv_saturation_std,gsv_saturation_maj,gsv_brightness_mean,gsv_brightness_std,gsv_brightness_maj,gsv_entropy_mean,gsv_entropy_std,gsv_entropy_maj,gsv_std_mean,gsv_std_std,gsv_std_maj,gsv_contrast_mean,gsv_contrast_std,gsv_contrast_maj,gsv_dissimilarity_mean,gsv_dissimilarity_std,gsv_dissimilarity_maj,gsv_homogeneity_mean,gsv_homogeneity_std,gsv_homogeneity_maj,gsv_ASM_mean,gsv_ASM_std,gsv_ASM_maj,gsv_energy_mean,gsv_energy_std,gsv_energy_maj,gsv_correlation_mean,gsv_correlation_std,gsv_correlation_maj
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,1,0,48.333333,25.090946,20,0.220027,0.013147,0.209867,0.486755,0.035875,0.451913,2.096624,0.052959,2.043663,0.207265,0.016323,0.185039,271.920588,29.90577,230.683609,9.506577,0.735406,8.481036,0.218388,0.009155,0.211565,3.82e-4,8.3e-5,3.14e-4,0.01943,0.002073,0.017724,0.949432,0.010946000000000001,0.938081
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,24.333333,4.027682,21,0.144377,0.0078,0.133919,0.553356,0.01341,0.538119,1.845101,0.053798,1.770695,0.191422,0.009452,0.178118,302.950429,76.427131,197.639369,9.247937,1.323996,7.405852,0.238266,0.032799,0.198409,6.95e-4,1.46e-4,5.09e-4,0.026209,0.002824,0.022556,0.931074,0.009466,0.922984
20-40 below average,0,0,0,0,0,0,0,0,0,35,0,35,0.22879,0,0.22879,0.533787,0,0.533787,2.133617,0,2.133617,0.242325,0,0.242325,272.698744,0,272.698744,9.291391,0,9.291391,0.227186,0,0.227186,2.9e-4,0,2.9e-4,0.017036,0,0.017036,0.951728,0,0.951728
20-40 below average,5,0,0,0,0,0,0,0,0,25.166667,4.81029,18,0.204295,0.032446,0.182592,0.560559,0.079798,0.433349,2.112746,0.096713,1.915639,0.219191,0.030777,0.160874,414.546038,99.845778,252.253554,11.625,1.419757,9.43223,0.194319,0.01697,0.173689,3.21e-4,6.8e-5,2.34e-4,0.01782,0.001903,0.015288,0.92102,0.024808,0.880549
20-40 below average,1,0,0,0,1,0,0,0,1,160.666667,63.436758,71,0.36273300000000003,0.063259,0.274813,0.425175,0.086416,0.303239,2.081497,0.034375,2.034633,0.288812,0.051791,0.221868,488.893719,185.551211,258.278278,12.889491,3.64312,8.775521,0.219137,0.078832,0.107734,5.42e-4,2.56e-4,2.48e-4,0.022584,0.00563,0.015741,0.934209,0.036964,0.883946
20-40 below average,1,0,0,2,0,0,0,0,0,29,3.741657,25,0.183232,0.006171,0.174564,0.523065,0.049809,0.458055,2.195212,0.018183,2.169513,0.247222,0.015038,0.226201,607.233885,153.300853,453.474602,14.514032,2.188848,12.562469,0.168464,0.031891,0.12341,2.27e-4,8.1e-5,1.22e-4,0.014789,0.002816,0.011042,0.915224,0.030164,0.872603
20-40 below average,0,0,0,3,0,0,0,0,0,152.333333,82.261102,36,0.187428,0.03679,0.149959,0.530321,0.0419,0.486318,2.175038,0.062626,2.086639,0.22847,0.018484,0.204905,559.212582,93.757838,441.374449,14.037868,1.681068,12.541483,0.170432,0.031171,0.12643,2.64e-4,9.1e-5,1.37e-4,0.015966,0.003043,0.011693,0.906426,0.02645,0.884176
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,1,0,127,58.691283,85,0.243389,0.040685,0.189238,0.446857,0.063937,0.373107,2.162502,0.066426,2.068562,0.244466,0.037211,0.191852,421.661407,86.86045,306.216667,12.418719,1.899258,9.734191,0.16789,0.043672,0.130319,2.15e-4,6.5e-5,1.58e-4,0.014499,0.002149,0.012557,0.934808,0.021162,0.908822
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,149,75.237402,43,0.194425,0.022119,0.17651,0.501122,0.030441,0.460882,2.02216,0.069479,1.929112,0.19589,0.01731,0.171992,357.66058,19.386538,334.502359,11.167443,0.401343,10.707874,0.183451,0.016104,0.161243,4e-4,1.1e-4,2.8e-4,0.01981,0.002736,0.016735,0.924461,0.021079,0.894751
20-40 below average,0,0,0,0,0,0,1,0,0,154.333333,82.261102,38,0.241502,0.03935,0.185854,0.572876,0.018976,0.552451,2.145389,0.050124,2.076398,0.228488,0.030021,0.191425,296.890104,1.94315,294.372855,8.8524,0.254207,8.553738,0.272247,0.012591,0.257778,7.05e-4,3.51e-4,4.31e-4,0.025808,0.006273,0.020749,0.932191,0.032874,0.887605
20-40 below average,1,0,0,0,0,0,0,0,0,35.5,1.5,34,0.2669,0.011574,0.255325,0.542925,0.045271,0.497654,2.132035,0.016518,2.115517,0.220403,0.004962,0.215441,314.943045,50.202206,264.740839,9.922488,1.389798,8.53269,0.253968,0.067892,0.186076,6.26e-4,3.35e-4,2.91e-4,0.024029,0.006975,0.017054,0.932309,0.00168,0.930629
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,3,0,0,0,0,0,0,0,0,213.571429,0.494872,214,0.297176,0.01391,0.278908,0.593577,0.063436,0.45923,2.035012,0.056701,1.939794,0.247885,0.022294,0.201401,299.034922,42.311706,220.561857,9.6888,1.009601,8.064553,0.270335,0.041721,0.188952,8.09e-4,4.71e-4,2.9e-4,0.027277,0.008088,0.017027,0.961609,0.013925,0.929219
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,1,0,0,0,89.666667,93.237451,21,0.204456,0.019099,0.173205,0.570371,0.087875,0.447889,2.112165,0.11574,1.941131,0.238507,0.028025,0.19515,441.353911,108.323203,308.113787,11.801042,1.325285,9.548591,0.201723,0.026914,0.147659,6e-4,5.39e-4,2.68e-4,0.022739,0.009104,0.016374,0.926488,0.034688,0.855476
20-40 below average,1,1,0,0,0,0,1,0,0,31.666667,2.624669,28,0.166466,0.015631,0.144749,0.507692,0.03025,0.485807,1.919504,0.114173,1.774108,0.199312,0.009847,0.188193,281.613797,62.396715,193.409743,8.760182,1.14786,7.281556,0.250316,0.028258,0.214056,7.5e-4,3.67e-4,4.85e-4,0.026643,0.006347,0.022021,0.944598,0.018051,0.925758
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,6,0,3,0,0,0,0,0,0,75.111111,54.734601,27,0.259161,0.048237,0.180612,0.537717,0.075841,0.417834,2.114,0.065066,1.959022,0.226788,0.028833,0.191385,322.715778,59.957236,214.634559,10.556921000000001,1.274876,8.466667,0.204312,0.035737,0.135933,3.54e-4,9.6e-5,2.03e-4,0.018625,0.002641,0.014261,0.937291,0.019789,0.909985
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,36.666667,1.885618,38,0.217712,0.040026,0.172965,0.527555,0.047436,0.460475,1.993576,0.079894,1.882463,0.201119,0.014846,0.180765,349.71344,5.37552,343.023713,10.557292,0.39613,10.237806,0.194652,0.01554,0.172739,3.48e-4,7.9e-5,2.36e-4,0.018508,0.002236,0.01536,0.933125,0.007174,0.923309
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,1,0,0,0,0,0,0,0,212.666667,1.885618,214,0.268804,0.005612,0.263526,0.539165,0.063761,0.450864,2.099897,0.01449,2.079563,0.22255,0.032145,0.177824,520.033098,109.558,386.86973,12.561959,0.91542,11.334804,0.209694,0.030072,0.167558,2.99e-4,3.5e-5,2.49e-4,0.017255,0.00104,0.015791,0.903599,0.054886,0.826141
20-40 below average,0,0,1,0,0,0,0,1,0,54.666667,23.626727,36,0.258027,0.049786,0.198041,0.515723,0.011152,0.503047,2.049452,0.054579,2.009598,0.239554,0.014945,0.22734,219.819557,36.684543,168.281311,7.542249,0.628911,6.884804,0.269783,0.032155,0.237037,5.25e-4,5.8e-5,4.42e-4,0.022869,0.001304,0.021031,0.97074800000000006,0.004963,0.96376
20-40 below average,0,0,0,0,0,0,1,1,0,28.833333,6.066758,22,0.194372,0.018473,0.159975,0.524542,0.029814,0.477814,1.923402,0.126503,1.698521,0.207217,0.017696,0.188467,197.925245,12.42857,178.044914,6.945844,0.334176,6.618964,0.296105,0.025955,0.257346,7.61e-4,9.1e-5,6.68e-4,0.027547,0.001625,0.025841,0.963404,0.008762,0.950287
20-40 below average,3,0,0,0,0,0,0,0,0,29.666667,2.054805,27,0.183256,0.005982,0.175026,0.483348,0.026886,0.451022,1.967061,0.044011,1.925316,0.197608,0.01714,0.177648,356.811009,48.716192,294.144638,10.465891,1.101169,8.956526,0.211574,0.016159,0.188824,3.81e-4,1.05e-4,2.48e-4,0.019315,0.002755,0.015756,0.929363,0.017733,0.904285
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,2,0,0,0,0,0,0,88.666667,1.247219,87,0.366168,0.060293,0.304123,0.427642,0.026354,0.399398,1.910866,0.090453,1.834556,0.168896,0.028688,0.141992,438.041656,13.311479,424.210876,13.141268,0.725573,12.115349,0.135451,0.028321,0.106772,2.39e-4,4.4e-5,1.99e-4,0.015391,0.001405,0.014106,0.872203,0.038742,0.836082
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,0,0,0,0,25.333333,6.01849,17,0.228709,0.032584,0.18454,0.511371,0.071253,0.411858,2.095788,0.064741,2.006163,0.229805,0.029586,0.192929,357.594363,58.267693,285.713971,10.410927,1.05137,9.000735,0.243135,0.028145,0.204657,8.04e-4,4.44e-4,3.49e-4,0.027263,0.00777,0.018671,0.932978,0.024501,0.915562
20-40 below average,2,0,0,0,1,0,0,0,0,151,84.146697,32,0.202859,0.023288,0.170609,0.57223,0.067355,0.506791,2.041515,0.046044,1.979165,0.237005,0.007498,0.227606,223.561897,18.687726,204.290074,7.279136,0.254249,6.930362,0.31559,0.019821,0.288151,7.87e-4,2.53e-4,5.73e-4,0.027725,0.004337,0.023927,0.959625,0.009487,0.94885
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,1,0,0,0,0,0,34,2.94392,30,0.167852,0.005223,0.160833,0.484382,0.029867,0.44539,2.09179,0.058142,2.038904,0.212943,0.023193,0.195851,392.531056,25.608761,370.886183,11.172212,0.776405,10.513725,0.2223,0.033581,0.194152,4.44e-4,1.43e-4,2.98e-4,0.020808,0.003328,0.017277,0.923451,0.015415,0.907497
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,65.666667,14.055446,46,0.195132,0.04915,0.146132,0.500144,0.045738,0.436058,1.898309,0.110603,1.747826,0.170299,0.03324,0.123292,251.884763,38.625396,223.479657,8.731209,1.177721,7.808333,0.247235,0.033289,0.200202,5.83e-4,1.47e-4,4.26e-4,0.02395,0.003013,0.020648,0.916929,0.053036,0.841925
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,209,1.414214,210,0.165182,0.01888,0.147173,0.498321,0.011592,0.486112,1.88588,0.062538,1.798331,0.234396,0.009913,0.226276,266.020251,102.822154,179.193566,7.446538,2.337512,5.767892,0.380593,0.065942,0.2878,0.001524,2.82e-4,0.001245,0.038873,0.003553,0.035284,0.964048,0.00994,0.950065
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,3,0,0,0,0,0,0,0,212.666667,0.471405,213,0.164085,0.008089,0.154588,0.545695,0.02811,0.521341,2.067833,0.015584,2.046034,0.252601,0.017084,0.234158,278.393464,12.440751,262.649326,8.914175,0.227666,8.633487,0.241117,0.012651,0.224512,8.61e-4,3.06e-4,5.48e-4,0.028889,0.00512,0.023408,0.965363,0.00348,0.960711
20-40 below average,1,0,0,0,1,0,0,0,0,209,0.816497,208,0.315086,0.018774,0.288569,0.625028,0.042517,0.582356,1.961768,0.148459,1.756309,0.251477,0.032368,0.20646,187.132363,48.069937,119.799142,6.989328,1.535114,4.900368,0.323263,0.075637,0.237006,8.03e-4,3.15e-4,5.22e-4,0.027829,0.005347,0.022856,0.973129,0.011315,0.959916
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,1,0,1,0,0,0,0,0,28,4.690416,30,0.221902,0.033616,0.170687,0.5655,0.054975,0.458859,2.16121,0.043354,2.100352,0.242889,0.010798,0.224475,369.854019,67.637058,313.411244,10.407787,1.204151,9.177114,0.254545,0.026095,0.226699,8.12e-4,5.3e-4,3.58e-4,0.027171,0.008599,0.018911,0.937327,0.020185,0.900667
20-40 below average,1,0,0,2,0,0,0,0,0,41.333333,19.507833,22,0.21577,0.037992,0.14044,0.48415,0.048916,0.408107,2.03768,0.161813,1.813094,0.206592,0.032731,0.166945,528.479953,84.478506,429.49185,13.895588,1.823136,11.764001,0.156845,0.030329,0.110176,2.89e-4,1.33e-4,1.15e-4,0.016504,0.004111,0.010738,0.89636,0.019544,0.876466
20-40 below average,0,0,0,3,0,0,0,0,0,150.333333,85.089495,30,0.198024,0.036508,0.169663,0.494996,0.080003,0.38304,2.13277,0.07341,2.071993,0.229802,0.018116,0.204195,568.169312,211.533675,403.593873,13.858119,3.201105,11.344424,0.195102,0.03185,0.152713,3.08e-4,1.03e-4,1.69e-4,0.017262,0.003113,0.012999,0.909163,0.032342,0.865231
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,3,0,0,0,0,0,0,1,0,26.666667,11.967549,16,0.183494,0.033945,0.144069,0.524981,0.045551,0.447702,1.992712,0.058635,1.899279,0.216148,0.020193,0.178374,224.931965,45.741694,166.606342,7.455699,0.667597,6.625827,0.297117,0.009562,0.2835,8.62e-4,2.81e-4,5.83e-4,0.029001,0.004574,0.024142,0.965362,0.005014,0.956959
20-40 below average,1,0,0,0,1,0,1,1,0,60.833333,66.290816,28,0.171644,0.028566,0.151453,0.561061,0.0086130000000000009,0.552031,2.111361,0.048381,2.021288,0.228428,0.017967,0.206629,355.879912,94.571439,279.954718,9.4428,1.485392,8.242984,0.248567,0.033843,0.189436,4.25e-4,1.58e-4,2.62e-4,0.020295,0.003602,0.016182,0.946493,0.012572,0.924435
20-40 below average,0,0,0,0,0,0,0,3,0,33,1.414214,34,0.204902,0.055878,0.144683,0.539688,0.026549,0.520669,2.10037,0.050433,2.029995,0.221202,0.035682,0.186191,311.218668,48.14382,271.545159,9.200878,1.011689,7.879779,0.234879,0.026912,0.212756,5.01e-4,2.29e-4,2.54e-4,0.021802,0.005112,0.015929,0.945704,0.021977,0.918026
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,0,0,0,0,0,0,33.666667,1.247219,32,0.231654,0.030874,0.188094,0.43098,0.037684,0.378353,2.091306,0.025334,2.059821,0.220578,0.023875,0.20215,383.084385,117.87148,238.466728,12.040901,2.418461,8.921078,0.160692,0.028022,0.130502,2.28e-4,9e-5,1.47e-4,0.014841,0.00287,0.012128,0.92623,0.033297,0.891121
20-40 below average,1,0,0,1,0,0,0,0,0,93.666667,81.56933,34,0.227711,0.042835,0.191311,0.425486,0.072186,0.324034,2.039094,0.103823,1.894769,0.21553,0.034288,0.171617,423.613838,137.46465799999999,281.493934,11.508732,2.424963,9.213235,0.202314,0.045608,0.14224,8.9e-4,7.8e-4,1.97e-4,0.02692,0.012862,0.014053,0.917344,0.032459,0.893535
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,2,0,0,0,0,0,207.333333,4.496913,201,0.12942,0.016012,0.108502,0.546637,0.045607,0.482459,2.079089,0.022535,2.047225,0.220485,0.02399,0.187223,488.774857,72.958635,396.570895,12.114052,0.672635,11.213971,0.218048,0.014969,0.197132,0.001286,9.32e-4,3.88e-4,0.033468,0.012891,0.019699,0.918399,0.029565,0.876656
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,34.333333,2.624669,32,0.227345,0.013292,0.212885,0.568487,0.02091,0.538919,2.047214,0.070787,1.948021,0.218168,0.032482,0.188415,189.774571,37.39263,141.644638,6.618015,0.72328,5.672825,0.350766,0.014475,0.330409,0.001076,2.8e-4,7.66e-4,0.032523,0.004234,0.027678,0.966995,0.010338,0.953991
20-40 below average,1,1,0,0,0,0,0,0,0,95,76.437338,37,0.124888,0.00947,0.112602,0.460307,0.044492,0.405045,1.91077,0.095172,1.77624,0.204114,0.006869,0.197639,239.908374,55.513262,184.840165,7.122978,0.961608,6.304381,0.391228,0.03273,0.366473,0.001455,1.41e-4,0.001319,0.038105,0.001825,0.036314,0.952303,0.014004,0.932701
20-40 below average,0,0,0,0,0,0,0,0,0,91,80.647381,31,0.177879,0.037571,0.124808,0.529963,0.01775,0.506059,1.992172,0.036477,1.948303,0.204813,0.025338,0.180393,198.630944,29.652145,157.040288,6.510029,0.421868,5.956036,0.357354,0.02496,0.322792,0.001028,3.39e-4,6.74e-4,0.031634,0.005207,0.025964,0.959135,0.012134,0.942552
20-40 below average,1,0,0,0,0,0,0,0,0,85.666667,87.925473,22,0.238894,0.029886,0.205779,0.547009,0.020452,0.528061,2.150519,0.021993,2.132005,0.241326,0.011332,0.226764,271.998386,4.802351,266.107414,8.488787,0.155223,8.374479,0.255868,0.011776,0.242344,4.01e-4,4.4e-5,3.48e-4,0.019995,0.001111,0.018646,0.955062,0.006511,0.947459
20-40 below average,3,0,0,1,0,0,1,1,0,115.666667,86.57816,211,0.205412,0.034231,0.175141,0.479414,0.087605,0.320207,2.042748,0.101152,1.919602,0.225809,0.033436,0.169733,308.890165,59.471649,222.213327,9.543896,1.321509,7.652053,0.227763,0.046179,0.146475,3.89e-4,1.45e-4,2.13e-4,0.019406,0.0035,0.014602,0.948223,0.019325,0.910195
20-40 below average,1,0,0,0,0,0,0,0,0,38.666667,1.699673,37,0.224313,0.068139,0.163764,0.487866,0.066277,0.402307,1.969214,0.095673,1.835154,0.188715,0.029489,0.149171,289.881516,24.965174,269.23462,9.26201,1.106972,8.229933,0.224193,0.041276,0.169194,4.96e-4,1.69e-4,3.06e-4,0.021949,0.0038,0.017486,0.929049,0.030385,0.887229
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,2,0,0,1,0,0,0,0,0,36,2.160247,34,0.188828,0.035545,0.139803,0.546486,0.047617,0.496353,2.214241,0.03391,2.166286,0.257803,0.011168,0.248653,479.575306,79.515783,377.967647,12.735825,1.532131,10.866912,0.182023,0.034149,0.14139,2.95e-4,6.8e-5,1.99e-4,0.017039,0.002092,0.0141,0.936013,0.016223,0.915315
20-40 below average,0,3,0,0,0,0,0,0,0,37.333333,1.247219,36,0.212454,0.064076,0.123804,0.615849,0.109997,0.500717,2.01546,0.114156,1.867017,0.190715,0.023196,0.164097,326.687275,62.085476,244.241667,10.73078,1.432695,8.735723,0.218971,0.03854,0.179724,3.8e-4,1.9e-4,2.16e-4,0.018937,0.004658,0.014709,0.937755,0.007628,0.927052
20-40 below average,1,0,1,1,0,0,0,0,0,110.5,74.080474,74,0.212755,0.051421,0.143618,0.511793,0.114195,0.319686,2.053242,0.137056,1.767634,0.225365,0.036876,0.159098,314.611361,56.353619,265.011581,9.138955,1.19126,7.274816,0.265389,0.036436,0.217594,6.59e-4,2.37e-4,3.69e-4,0.025255,0.00463,0.0192,0.943177,0.019434,0.915909
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,0,0,0,31.666667,5.734884,25,0.209136,0.017114,0.187421,0.60241,0.038267,0.569272,2.078032,0.046905,2.011765,0.219925,0.005081,0.212912,288.28893,79.773225,203.950337,9.259314,1.575242,7.372947,0.224863,0.028141,0.199798,3.57e-4,6.7e-5,2.95e-4,0.01882,0.001734,0.017179,0.94816,0.015648,0.927072
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,152.333333,80.142928,39,0.228252,0.011116,0.212531,0.52221,0.028485,0.482133,2.147831,0.027539,2.11593,0.238213,0.01506,0.219795,227.559355,42.89486,167.498989,7.953043,0.861268,6.7947,0.235196,0.015342,0.223735,3.21e-4,2.8e-5,2.94e-4,0.017889,7.74e-4,0.01715,0.967127,0.008764,0.959023
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,1,0,0,0,0,0,0,119.666667,62.494444,73,0.235769,0.068175,0.148649,0.573982,0.014488,0.558654,2.102333,0.012912,2.084101,0.214505,0.023492,0.187825,325.692422,53.390317,250.4053,10.730699,1.704191,8.337469,0.190044,0.050604,0.140901,2.68e-4,9.7e-5,1.98e-4,0.016118,0.002844,0.014085,0.936183,0.021703,0.910862
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,3,0,1,0,0,0,0,0,0,142.166667,75.752704,87,0.201315,0.048003,0.125204,0.510503,0.07696,0.416213,1.942946,0.096327,1.749457,0.227585,0.047703,0.172572,375.966222,130.575949,215.741667,11.385861,3.335962,7.291115,0.205139,0.097515,0.101166,4.47e-4,3.48e-4,1.53e-4,0.019623,0.007895,0.012388,0.925261,0.046749,0.855802
20-40 below average,2,0,2,2,0,0,0,0,0,118.5,66.107866,41,0.25693,0.036289,0.198331,0.436123,0.026468,0.400775,2.074028,0.078874,1.942525,0.220143,0.029902,0.169616,427.115114,29.081333,373.513051,12.626797,0.870862,11.361887,0.17235,0.019268,0.143078,2.62e-4,2.5e-5,2.35e-4,0.016164,7.57e-4,0.015343,0.925523,0.026084,0.873499
20-40 below average,0,0,0,1,0,0,0,1,0,211.666667,1.885618,213,0.275004,0.017078,0.257918,0.504393,0.008283,0.496131,2.134792,0.036065,2.107872,0.236275,0.014331,0.224905,459.410417,62.615084,402.769393,12.432823,1.064492,11.56152,0.189251,0.015848,0.175934,3.07e-4,3.9e-5,2.53e-4,0.017499,0.00113,0.015915,0.935634,0.0044470000000000004,0.931766
20-40 below average,0,0,0,2,0,0,0,0,0,92.666667,85.089495,32,0.187201,0.015487,0.167888,0.490639,0.00993,0.476625,2.136796,0.036892,2.099936,0.240232,0.020401,0.220879,479.398529,64.084233,408.236826,13.094955,1.292267,11.674081,0.156851,0.024009,0.127276,2.6e-4,1.1e-4,1.64e-4,0.015802,0.003269,0.012795,0.926455,0.02135,0.902382
20-40 below average,2,0,0,0,0,0,0,0,0,33.666667,1.885618,35,0.197397,0.010351,0.183545,0.541859,0.07145,0.477668,1.992344,0.023535,1.971496,0.201168,0.009102,0.188697,394.865288,68.631518,327.319271,11.87546,1.149873,10.5822,0.172106,0.016544,0.159559,3.42e-4,1.42e-4,2.42e-4,0.018139,0.00366,0.015543,0.910145,0.01187,0.899837
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,6,0,0,0,0,0,151.333333,77.575769,30,0.210946,0.0187,0.184046,0.443588,0.066345,0.291222,2.059617,0.150024,1.661811,0.235901,0.0475,0.189478,590.256012,167.770559,276.575398,13.882938,2.638483,8.850643,0.194882,0.049619,0.143259,4.36e-4,3.51e-4,1.55e-4,0.019393,0.007727,0.012438,0.903776,0.042131,0.835476
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,1,0,1,0,0,0,0,0,212,0.816497,211,0.208961,0.018402,0.187865,0.562026,0.026466,0.526216,2.054959,0.04619,2.010223,0.210655,0.030877,0.168893,520.767085,53.321935,446.379473,13.366942,0.654429,12.632843,0.16443,0.013879,0.152044,3.18e-4,6.8e-5,2.25e-4,0.017729,0.001971,0.014986,0.903657,0.039093,0.850811
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
