income,gsv_apartments,gsv_commercial,gsv_greenery,gsv_historical,gsv_impervious,gsv_industrial,gsv_other,gsv_private,gsv_water,gsv_hue_mean,gsv_hue_std,gsv_hue_maj,gsv_saturation_mean,gsv_saturation_std,gsv_saturation_maj,gsv_brightness_mean,gsv_brightness_std,gsv_brightness_maj,gsv_entropy_mean,gsv_entropy_std,gsv_entropy_maj,gsv_std_mean,gsv_std_std,gsv_std_maj,gsv_contrast_mean,gsv_contrast_std,gsv_contrast_maj,gsv_dissimilarity_mean,gsv_dissimilarity_std,gsv_dissimilarity_maj,gsv_homogeneity_mean,gsv_homogeneity_std,gsv_homogeneity_maj,gsv_ASM_mean,gsv_ASM_std,gsv_ASM_maj,gsv_energy_mean,gsv_energy_std,gsv_energy_maj,gsv_correlation_mean,gsv_correlation_std,gsv_correlation_maj
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,0,0,0,0,0,0,0,0,68.666667,58.371416,38,0.155961,0.03458,0.110019,0.541271,0.029637,0.496761,2.035469,0.028353,1.995371,0.23234,0.01922,0.206364,257.358104,92.513557,162.003615,8.160892,1.999289,5.862745,0.261402,0.049239,0.192005,7.4e-4,5.89e-4,2.53e-4,0.025509,0.009443,0.015897,0.958564,0.021005,0.926438
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,4,0,0,1,0,0,0,0,0,58.333333,70.165677,22,0.235447,0.018979,0.205971,0.568397,0.063992,0.481349,2.10317,0.039591,2.032212,0.248053,0.019513,0.20607,505.651185,146.026538,329.750582,12.739277,2.025546,10.00383,0.1851,0.030362,0.136292,3.69e-4,2.28e-4,1.85e-4,0.018532,0.005102,0.013596,0.923365,0.038127,0.846156
40-60 average,0,0,0,0,0,0,0,0,0,153,89.825757,26,0.222882,0.028683,0.182352,0.539832,0.034977,0.511798,2.081664,0.046106,2.035707,0.224939,0.026307,0.187939,478.212286,103.23126,380.002298,12.040308,1.462036,10.628952,0.218379,0.032199,0.173111,5.28e-4,2.29e-4,3.21e-4,0.022473,0.004798,0.017913,0.908632,0.045375,0.847138
40-60 average,0,1,0,1,0,0,0,0,0,28.666667,1.885618,30,0.171735,0.011397,0.157718,0.480115,0.039494,0.424778,2.134963,0.035045,2.108012,0.222178,0.016042,0.200852,444.610182,107.449318,310.637102,11.941861,1.598109,10.019516,0.20439,0.010915,0.1911,3.59e-4,4.3e-5,3.19e-4,0.018916,0.001124,0.017853,0.924944,0.022229,0.905079
40-60 average,1,1,0,0,0,0,0,0,0,213.666667,3.299832,210,0.313769,0.047029,0.268924,0.609561,0.037141,0.558441,2.053423,0.045646,2.004318,0.254864,0.019919,0.229578,300.542055,45.3503,244.19277,9.155617,1.119791,7.715074,0.287259,0.008119,0.275833,5.67e-4,1.23e-4,4.24e-4,0.023672,0.00259,0.020599,0.961017,0.003418,0.957652
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,4,1,0,0,0,0,0,0,0,62.833333,68.079406,29,0.19947,0.02324,0.164401,0.557698,0.035369,0.502727,2.174198,0.030733,2.134884,0.247499,0.016639,0.217389,392.437714,83.444424,273.408364,11.285427,1.609905,8.799173,0.214731,0.043626,0.163723,3.01e-4,7e-5,2.09e-4,0.017239,0.00207,0.014457,0.937422,0.018089,0.903415
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,2,0,0,0,0,0,27.833333,4.336537,21,0.177054,0.027347,0.144398,0.526855,0.058656,0.430215,1.948905,0.06719,1.844062,0.218772,0.043988,0.172452,354.978396,72.426894,221.61201,10.435728,1.447069,7.942647,0.234725,0.039432,0.157496,4.82e-4,1.53e-4,2.64e-4,0.021676,0.003455,0.016262,0.925034,0.037685,0.853375
40-60 average,1,0,0,0,0,0,0,0,0,93.666667,80.155405,35,0.231988,0.006623,0.225363,0.491248,0.043093,0.438536,2.046052,0.084094,1.928872,0.205679,0.009826,0.194406,358.271477,136.67671,228.991207,10.331955,1.780555,9.038572,0.219635,0.030334,0.181584,3.77e-4,9.5e-5,2.57e-4,0.019261,0.002493,0.016024,0.911078,0.033,0.868219
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,2,0,0,0,0,0,0,0,0,33.333333,8.259674,27,0.138725,0.007946,0.127944,0.533636,0.025604,0.498379,2.131921,0.041188,2.074238,0.215038,0.011896,0.204994,312.75675,131.588634,160.988021,9.452686,1.816403,7.422089,0.202798,0.011056,0.187222,2.81e-4,1e-5,2.67e-4,0.016746,3.07e-4,0.016332,0.943149,0.02756,0.907965
40-60 average,1,0,0,0,0,0,0,0,0,50.666667,27.108834,31,0.230714,0.064369,0.15441,0.553679,0.103492,0.409012,2.076559,0.064983,1.991955,0.214429,0.029107,0.181351,433.635161,65.672143,382.793168,12.623785,0.99321,11.428891,0.167226,0.023214,0.148845,2.98e-4,6.3e-5,2.1e-4,0.017151,0.001903,0.014498,0.917359,0.02915,0.877724
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,3,0,1,0,0,0,0,0,0,32.166667,2.967416,29,0.202487,0.021682,0.176049,0.558225,0.038761,0.501122,2.088823,0.073247,1.979263,0.202214,0.022285,0.173444,323.770864,85.364062,203.795435,10.399428,1.606169,7.898376,0.1861,0.02557,0.147704,2.62e-4,8.3e-5,1.7e-4,0.016,0.002434,0.013028,0.939491,0.008795,0.92708
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,3,1,0,0,0,0,0,0,0,92.833333,88.161626,31,0.209136,0.030753,0.170081,0.608119,0.038,0.563926,2.090561,0.061365,1.997958,0.239325,0.00962,0.227631,324.300388,98.42209,208.614675,9.815737,1.808487,7.310263,0.251342,0.040619,0.174225,4.91e-4,1.6e-4,2.1e-4,0.021808,0.003918,0.014484,0.943855,0.020415,0.913895
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,0,0,0,0,0,0,0,0,34.666667,2.494438,32,0.238785,0.01328,0.223821,0.501842,0.023505,0.485104,2.1939,0.011902,2.180341,0.242148,0.014121,0.232071,365.639471,81.991672,296.81299,11.187694,1.541107,10.081495,0.176142,0.017745,0.15109,2.14e-4,1.9e-5,1.91e-4,0.014625,6.36e-4,0.01382,0.941593,0.013741,0.926077
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,2,0,0,0,0,0,22,4.546061,16,0.185775,0.018856,0.159781,0.512974,0.055741,0.439579,1.996084,0.019987,1.974053,0.246311,0.054306,0.169577,497.144812,67.98092,446.442555,12.746855,1.684012,11.379013,0.203253,0.048822,0.135599,3.19e-4,7.4e-5,2.2e-4,0.017722,0.002143,0.01483,0.909598,0.055398,0.831263
40-60 average,1,0,0,0,0,0,0,0,0,91.333333,88.883194,26,0.198027,0.043305,0.161091,0.493569,0.058128,0.411447,2.017288,0.102252,1.88704,0.199135,0.023496,0.172756,391.022365,106.920164,286.859375,11.056516,1.049844,10.159988,0.17299,0.012641,0.159684,3.12e-4,7.4e-5,2.27e-4,0.01754,0.002094,0.015066,0.913885,0.033648,0.88112
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,2,0,0,0,0,0,153.666667,87.46936,30,0.196555,0.027118,0.16482,0.45872,0.015432,0.438936,2.166055,0.036713,2.124465,0.236903,0.019548,0.210027,584.77211,252.258754,305.952757,14.062633,3.749177,9.72935,0.190927,0.054826,0.124606,3.16e-4,1.29e-4,1.35e-4,0.017304,0.004038,0.011636,0.904511,0.054273,0.828371
40-60 average,0,0,0,3,0,0,0,0,0,155.333333,86.549921,33,0.232177,0.026041,0.198948,0.471772,0.02901,0.437685,2.194035,0.055171,2.141759,0.255287,0.006097,0.246951,418.018096,173.715966,262.867678,11.465217,2.826686,8.530974,0.221316,0.036493,0.176797,3.4e-4,1.23e-4,1.91e-4,0.018107,0.003417,0.013815,0.94232,0.029951,0.90103
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,1,0,43,24.097026,24,0.292464,0.032979,0.267148,0.580713,0.047179,0.519237,2.11291,0.011281,2.103702,0.242589,0.012112,0.22576,285.623887,130.573563,188.027696,9.142392,2.856809,6.7670960000000004,0.260373,0.075439,0.154972,5.63e-4,2.43e-4,2.19e-4,0.022998,0.005804,0.014792,0.949848,0.018885,0.9232
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,2,1,0,1,0,0,0,0,0,209.833333,0.897527,210,0.172982,0.015466,0.146669,0.556727,0.036752,0.498601,1.994212,0.067649,1.901448,0.228875,0.028351,0.180219,352.573494,49.328638,302.146507,10.775679,1.126112,9.511673,0.212067,0.035385,0.163444,3.82e-4,1.54e-4,1.97e-4,0.019145,0.00389,0.014027,0.935317,0.029375,0.877672
40-60 average,1,0,0,1,0,0,0,1,0,211.666667,1.247219,210,0.221015,0.026497,0.18422,0.570638,0.043264,0.524458,2.135263,0.034478,2.098579,0.236685,0.010456,0.22191,336.447141,28.515345,299.242647,10.115033,0.787122,9.019914,0.227475,0.02106,0.199187,5.55e-4,2.92e-4,2.17e-4,0.022659,0.006433,0.014739,0.952591,9.52e-4,0.951903
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,0,0,0,0,0,0,0,0,212,1.414214,211,0.212053,0.015038,0.192957,0.639105,0.050014,0.601992,2.081067,0.076072,1.976735,0.241514,0.020164,0.213133,353.090513,52.837024,281.082475,10.850705,0.800408,9.768321,0.222846,0.018534,0.197984,3.37e-4,3.3e-5,2.95e-4,0.018334,8.94e-4,0.01717,0.941619,0.008968,0.930986
40-60 average,2,0,0,3,0,0,0,0,0,74.666667,61.896868,34,0.198356,0.028552,0.157501,0.431807,0.032065,0.389386,1.981867,0.138483,1.819631,0.188458,0.037865,0.145381,437.200526,148.437906,276.332138,12.063628,2.486683,9.362898,0.183582,0.032148,0.144191,3.89e-4,1.88e-4,2.16e-4,0.019163,0.004623,0.014688,0.903907,0.025017,0.859627
40-60 average,0,1,0,4,0,0,0,0,0,65.5,67.024249,36,0.175594,0.035187,0.140883,0.522565,0.029008,0.480351,2.161869,0.065764,2.047351,0.234947,0.029874,0.201287,524.658114,81.846685,399.168474,13.049474,1.45883,10.559038,0.186328,0.031757,0.153247,2.55e-4,7.6e-5,1.67e-4,0.015814,0.002306,0.012906,0.922982,0.019306,0.897575
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,2,0,0,0,0,0,0,0,1,90.333333,71.918163,37,0.097628,0.033658,0.051858,0.470389,0.038718,0.437624,1.860431,0.023956,1.831194,0.167378,0.011772,0.151297,119.476767,50.687115,47.823284,4.803176,1.632811,2.501777,0.407398,0.094235,0.324286,0.002053,0.001226,0.001147,0.043474,0.012784,0.033866,0.965793,0.016636,0.949037
40-60 average,3,0,0,0,0,0,0,0,0,212,0,212,0.214599,0.017154,0.198295,0.521466,0.046062,0.485583,2.111364,0.057329,2.068952,0.245954,0.021756,0.230071,363.345221,55.5504,310.380729,10.459967,0.568657,9.660325,0.205684,0.010605,0.190968,3.45e-4,7.7e-5,2.45e-4,0.018451,0.002132,0.015663,0.949894,0.004205,0.946008
40-60 average,1,0,0,0,0,1,0,0,0,153.666667,83.913977,35,0.274105,0.038058,0.225412,0.614593,0.015159,0.595333,2.053595,0.039904,1.998251,0.240219,0.034713,0.202826,381.614849,114.777445,278.958303,9.890135,1.968295,8.206219,0.295083,0.053633,0.219922,6.64e-4,1.54e-4,4.47e-4,0.02558,0.003141,0.021138,0.916193,0.044652,0.8585
40-60 average,3,0,0,0,0,0,0,0,0,160.666667,60.587861,75,0.251162,0.065165,0.187268,0.45439,0.03808,0.415329,1.935068,0.156241,1.777879,0.200929,0.029622,0.159345,308.365737,30.13147,267.638051,10.316902,1.076043,8.807108,0.195048,0.034951,0.165434,4.27e-4,2.25e-4,2.01e-4,0.019964,0.005359,0.01417,0.93562,0.022499,0.904788
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,153.666667,81.147328,39,0.172554,0.042187,0.113214,0.559839,0.035421,0.519229,2.02141,0.095341,1.888131,0.204575,0.024761,0.176728,223.595282,35.11411,188.41191800000001,7.072181,0.530036,6.324479,0.320334,0.027728,0.281136,8.08e-4,3.51e-4,4.82e-4,0.027793000000000002,0.005968,0.021955,0.950702,0.009089,0.94019
40-60 average,1,0,0,0,0,0,0,0,0,154.666667,78.25315,210,0.376699,0.038434,0.324243,0.596871,0.017135,0.574451,2.154688,0.047232,2.099976,0.223353,0.005059,0.219529,404.839359,112.949136,287.485263,11.867872,1.461976,10.280362,0.232468,0.024658,0.203364,4.81e-4,9.8e-5,3.62e-4,0.021807,0.00224,0.019026,0.879552,0.02982,0.852138
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,4,0,0,0,0,1,0,0,0,109.222222,95.612386,15,0.211995,0.036529,0.158715,0.558594,0.085886,0.398761,2.027646,0.086552,1.858012,0.245171,0.045085,0.169507,400.787762,35.251472,338.78943,11.349997,0.799171,9.904779,0.212449,0.041184,0.162329,3.52e-4,9.1e-5,2.46e-4,0.018598,0.002394,0.01569,0.929796,0.031405,0.876179
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,5,0,0,0,0,0,0,0,0,152.333333,85.17694,212,0.2277,0.047135,0.146575,0.578509,0.073061,0.471508,2.113477,0.094229,1.952204,0.248494,0.01966,0.209315,371.13445,95.237578,208.922273,10.4266,1.996051,7.350521,0.254733,0.066999,0.17753,4.88e-4,2.07e-4,2.16e-4,0.021567,0.00473,0.014689,0.942124,0.014955,0.908341
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,1,0,0,0,0,0,0,0,151.333333,88.627811,26,0.185539,0.014987,0.164447,0.480064,0.009502,0.466977,2.058728,0.119333,1.900387,0.203741,0.035939,0.153419,489.133007,79.843793,415.117494,12.55192,1.618113,10.711918,0.195937,0.022386,0.165384,3.74e-4,1.06e-4,2.26e-4,0.019114,0.002927,0.015023,0.899531,0.032605,0.854491
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,3,0,0,0,0,0,0,0,32.333333,4.027682,29,0.306218,0.064151,0.215717,0.543483,0.069038,0.488404,2.085999,0.063743,2.002175,0.228641,0.00933,0.217539,206.910335,45.814482,147.859161,6.822958,0.829696,5.66296,0.382545,0.047036,0.339062,0.002136,0.001155,8.56e-4,0.044423,0.012754,0.029257,0.971093,0.0074400000000000004,0.965782
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,0,0,1,0,0,0,0,0,26,4.082483,21,0.221878,0.027274,0.183619,0.57889,0.038979,0.528301,2.151375,0.021813,2.132781,0.244917,0.017702,0.23168,364.844986,78.896664,264.3981,10.20432,1.545244,8.412132,0.257577,0.020747,0.228826,0.001005,7.82e-4,4.28e-4,0.02948,0.011644,0.020696,0.941894,0.021698,0.911806
40-60 average,1,0,0,1,0,0,0,0,0,28.333333,7.760298,19,0.115569,0.010814,0.1046,0.513154,0.010714,0.501822,1.986231,0.038413,1.951484,0.196809,0.010137,0.182528,377.692361,86.11322,257.134988,9.825878,0.909656,8.550919,0.239008,5.2e-4,0.238396,5.58e-4,8.2e-5,4.47e-4,0.023565,0.001779,0.021133,0.924826,0.014039,0.913621
40-60 average,1,0,0,1,0,0,0,0,0,85,78.515391,27,0.141822,0.013487,0.123428,0.416084,0.043632,0.355711,1.876544,0.076378,1.792726,0.15791,0.011074,0.145707,363.834508,69.59486,306.973652,10.675909,1.404603,9.327604,0.223833,0.023535,0.19444,4.41e-4,1.07e-4,3.03e-4,0.020841,0.002611,0.017394,0.889876,0.0128,0.879895
40-60 average,1,0,0,3,0,0,0,0,0,31.333333,3.248931,26,0.161852,0.02565,0.120429,0.577035,0.055617,0.493066,2.023608,0.10053,1.858727,0.242156,0.015442000000000001,0.223318,379.066248,97.348961,221.145803,10.770935,1.576274,8.070067,0.22691,0.029866,0.188118,5.74e-4,4.01e-4,2.38e-4,0.022608,0.007941,0.015438,0.942799,0.018672,0.905976
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,3,0,1,0,0,0,0,0,86.833333,90.292888,23,0.195852,0.022941,0.163227,0.515846,0.064768,0.419311,2.143832,0.041606,2.072265,0.222568,0.014227,0.195734,599.646645,58.200957,519.023683,14.444194,0.887678,12.936979,0.165744,0.016333,0.135247,3e-4,1.58e-4,1.58e-4,0.016795,0.004252,0.012579,0.901985,0.015308,0.880589
40-60 average,0,0,0,2,0,0,0,0,1,90.666667,89.488671,21,0.133477,0.020493,0.115787,0.488955,0.032426,0.460216,2.144815,0.068903,2.084431,0.222798,0.022651,0.200553,616.932138,116.012422,514.057629,15.195864,1.01297,14.319271,0.136569,0.018237,0.111787,1.74e-4,4.2e-5,1.15e-4,0.013077,0.001671,0.010727,0.900199,0.028092,0.868718
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,2,0,0,0,0,0,0,0,0,28,9.092121,18,0.188673,0.019823,0.160792,0.482597,0.031425,0.455705,2.045533,0.070418,1.956735,0.227054,0.011892,0.212814,241.374244,7.113265,232.488634,7.898284,0.51245,7.528554,0.256925,0.029759,0.219712,4.91e-4,7.6e-5,4.15e-4,0.022102,0.001697,0.020382,0.963159,0.003332,0.959654
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,1,0,0,0,0,0,24,2.828427,26,0.173569,0.01456,0.153228,0.543184,0.051124,0.475837,2.0032740000000002,0.095763,1.872388,0.23693,0.045545,0.172541,420.565554,29.645116,387.200184,11.870394,0.271911,11.521385,0.20037,0.007075,0.190649,3.53e-4,5.9e-5,2.77e-4,0.018713,0.00159,0.016649,0.930896,0.025169,0.895305
40-60 average,0,0,0,0,0,0,0,0,0,36.666667,3.681787,32,0.225996,0.028773,0.189816,0.547991,0.021559,0.517886,1.936072,0.145063,1.743726,0.187472,0.029065,0.147613,252.654524,88.724631,149.471936,7.435468,2.1272,4.784069,0.360385,0.096471,0.26659,0.001384,0.001102,4e-4,0.03429,0.014439,0.020008,0.94173,0.00235,0.938408
40-60 average,0,0,1,0,0,0,0,0,2,42.333333,2.867442,39,0.152246,0.038653,0.111227,0.573003,0.049628,0.502991,1.964123,0.142844,1.766507,0.193716,0.037666,0.140592,119.556281,47.744257,79.419056,5.97017,2.094147,4.200919,0.311562,0.103705,0.166688,6.42e-4,2.02e-4,3.74e-4,0.024985,0.004194,0.019338,0.966021,0.028216,0.926159
40-60 average,3,0,0,0,0,0,0,0,2,209.333333,0.942809,209,0.308754,0.058919,0.206158,0.463957,0.083818,0.325048,2.096166,0.056529,1.98023,0.27072,0.055525,0.180979,302.678278,57.704758,223.732047,9.164328,1.448975,7.29761,0.282911,0.062432,0.182429,6.52e-4,3.63e-4,2.98e-4,0.024682,0.006504,0.017276,0.953475,0.031607,0.906078
40-60 average,2,0,0,1,0,0,0,0,0,89.333333,87.54364,20,0.201821,0.05631,0.132146,0.516195,0.045054,0.446017,2.09644,0.106903,1.955837,0.223341,0.030729,0.194362,288.948662,48.148611,231.123866,9.099438,0.678244,7.850276,0.263695,0.027262,0.233333,6.51e-4,2.07e-4,3.89e-4,0.025209,0.003953,0.019714,0.944338,0.011932,0.92235
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,3,0,0,0,0,0,0,0,37.333333,0.942809,38,0.517056,0.040903,0.484118,0.680514,0.026899,0.643852,1.680365,0.12561,1.502964,0.152243,0.018742,0.127155,230.725694,12.355898,215.088879,6.823713,0.755294,5.757904,0.375672,0.066108,0.316169,0.001417,6.23e-4,8.28e-4,0.036782,0.008019,0.028771,0.917347,0.022692,0.885707
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,3,0,0,0,0,0,0,0,0,116.166667,68.889807,42,0.268678,0.027236,0.221373,0.534463,0.057194,0.470305,1.99556,0.077768,1.862631,0.207338,0.016617,0.187049,269.788914,87.046458,172.143107,8.716314,1.569227,7.497518,0.245998,0.0401,0.175207,6.63e-4,3.19e-4,3.06e-4,0.025082,0.005818,0.017493,0.936846,0.033514,0.868629
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,1,0,0,1,0,0,0,0,0,131.333333,63.436758,84,0.235147,0.048071,0.173717,0.412341,0.031979,0.372305,2.060629,0.039884,2.025697,0.198436,0.010458,0.189266,484.416054,24.18512,450.846048,13.385886,0.682528,12.437837,0.134655,0.021583,0.117239,1.8e-4,3.8e-5,1.41e-4,0.013347,0.001384,0.011877,0.901792,0.016514,0.885424
40-60 average,6,0,0,0,0,0,0,0,0,29.333333,3.901567,24,0.230423,0.031634,0.184424,0.631708,0.05897,0.567825,2.065416,0.094758,1.897734,0.222277,0.023629,0.179518,315.112541,127.610742,190.364675,9.122998,2.052311,6.877482,0.28268,0.02798,0.241542,7.6e-4,2.3e-4,5.27e-4,0.02728,0.004028,0.022958,0.927109,0.044164,0.862387
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-60 average,0,1,0,1,0,0,0,0,0,212,0.816497,211,0.257758,0.009682,0.244113,0.568531,0.048968,0.509845,2.146967,0.047278,2.094215,0.263037,0.03726,0.214183,436.974183,20.189061,417.13701,11.914502,0.359512,11.437561,0.232033,0.024088,0.199139,3.4e-4,4.4e-5,2.78e-4,0.018388,0.001231,0.016668,0.948011,0.008406,0.936255
40-60 average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
